Age,Gender,Relationship,Occasion,Budget,MaxBudget,Gift,Rating,Link,Image Link,Interest
48,Male,Friend,Friendship day,500,5000,PVR Cinemas Digital Gift Card,4.3,https://www.flipkart.com/pvr-cinemas-digital-gift-card/p/itm3dddcaee94b56?pid=GVOGYHFSW89ZYHZZ&lid=LSTGVOGYHFSW89ZYHZZZLNURI&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_28&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_1_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_1DDL32XOM94U_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_1_NA_view-all_6&fm=neo%2Fmerchandising&iid=7345895b-91b9-40af-b407-a7f88b746e76.GVOGYHFSW89ZYHZZ.SEARCH&ppt=browse&ppn=browse,https://rukminim1.flixcart.com/image/416/416/klgx0280/e-gift-voucher/n/x/m/open-pvr-cinemas-500-original-imagyhfgccvgyyxr.jpeg?q=70,Entertainment
66,Male,Boss,Diwali,1500,3000,avast AVG Digital Gift Card,4.3,https://www.flipkart.com/avast-avg-digital-gift-card/p/itm5c35b3f019267?pid=GVOFZHPZAA6FJ52Z&lid=LSTGVOFZHPZAA6FJ52ZOAREIH&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_2_42&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_1_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_1DDL32XOM94U_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_1_NA_view-all_6&fm=organic&iid=9288299f-729c-45e1-8f8c-001bb2bb2b8e.GVOFZHPZAA6FJ52Z.SEARCH&ppt=browse&ppn=browse&ssid=mgf8w9z7s00000001683131739631,https://rukminim1.flixcart.com/image/416/416/kk76wsw0/e-gift-voucher/o/x/5/open-avast-avg-1500-original-imafzhpeyzemmvhu.jpeg?q=70,Entertainment
45,Male,Boss,New year,1500,3000,avast AVG Digital Gift Card,4.3,https://www.flipkart.com/avast-avg-digital-gift-card/p/itm5c35b3f019267?pid=GVOFZHPZAA6FJ52Z&lid=LSTGVOFZHPZAA6FJ52ZOAREIH&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_2_42&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_1_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_1DDL32XOM94U_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_1_NA_view-all_6&fm=organic&iid=9288299f-729c-45e1-8f8c-001bb2bb2b8e.GVOFZHPZAA6FJ52Z.SEARCH&ppt=browse&ppn=browse&ssid=mgf8w9z7s00000001683131739631,https://rukminim1.flixcart.com/image/416/416/kk76wsw0/e-gift-voucher/o/x/5/open-avast-avg-1500-original-imafzhpeyzemmvhu.jpeg?q=70,Entertainment
58,Male,Boss,Christmas,1500,3000,avast AVG Digital Gift Card,4.3,https://www.flipkart.com/avast-avg-digital-gift-card/p/itm5c35b3f019267?pid=GVOFZHPZAA6FJ52Z&lid=LSTGVOFZHPZAA6FJ52ZOAREIH&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_2_42&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_1_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_1DDL32XOM94U_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_1_NA_view-all_6&fm=organic&iid=9288299f-729c-45e1-8f8c-001bb2bb2b8e.GVOFZHPZAA6FJ52Z.SEARCH&ppt=browse&ppn=browse&ssid=mgf8w9z7s00000001683131739631,https://rukminim1.flixcart.com/image/416/416/kk76wsw0/e-gift-voucher/o/x/5/open-avast-avg-1500-original-imafzhpeyzemmvhu.jpeg?q=70,Entertainment
55,Female,Wife,Anniversery,250,3000,Cloud Tailor Digital Gift Card,4.3,https://www.flipkart.com/cloud-tailor-digital-gift-card/p/itm39b5dc5072871?pid=GVOGHVCFY7BEJJZS&lid=LSTGVOGHVCFY7BEJJZSWPKSGQ&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_2_48&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_1_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_1DDL32XOM94U_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_1_NA_view-all_6&fm=organic&iid=9288299f-729c-45e1-8f8c-001bb2bb2b8e.GVOGHVCFY7BEJJZS.SEARCH&ppt=browse&ppn=browse,https://rukminim1.flixcart.com/image/416/416/xif0q/e-gift-voucher/u/u/8/open-anyone-cloud-tailor-3000-original-imaghvcfhtfd9aam.jpeg?q=70,Entertainment
32,Female,Wife,Birthday,250,3000,Cloud Tailor Digital Gift Card,4.3,https://www.flipkart.com/cloud-tailor-digital-gift-card/p/itm39b5dc5072871?pid=GVOGHVCFY7BEJJZS&lid=LSTGVOGHVCFY7BEJJZSWPKSGQ&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_2_48&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_1_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_1DDL32XOM94U_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_1_NA_view-all_6&fm=organic&iid=9288299f-729c-45e1-8f8c-001bb2bb2b8e.GVOGHVCFY7BEJJZS.SEARCH&ppt=browse&ppn=browse,https://rukminim1.flixcart.com/image/416/416/xif0q/e-gift-voucher/u/u/8/open-anyone-cloud-tailor-3000-original-imaghvcfhtfd9aam.jpeg?q=70,Entertainment
45,Female,Wife,New year,250,3000,Cloud Tailor Digital Gift Card,4.3,https://www.flipkart.com/cloud-tailor-digital-gift-card/p/itm39b5dc5072871?pid=GVOGHVCFY7BEJJZS&lid=LSTGVOGHVCFY7BEJJZSWPKSGQ&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_2_48&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_1_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_1DDL32XOM94U_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_1_NA_view-all_6&fm=organic&iid=9288299f-729c-45e1-8f8c-001bb2bb2b8e.GVOGHVCFY7BEJJZS.SEARCH&ppt=browse&ppn=browse,https://rukminim1.flixcart.com/image/416/416/xif0q/e-gift-voucher/u/u/8/open-anyone-cloud-tailor-3000-original-imaghvcfhtfd9aam.jpeg?q=70,Entertainment
29,Female,Wife,Christmas,250,3000,Cloud Tailor Digital Gift Card,4.3,https://www.flipkart.com/cloud-tailor-digital-gift-card/p/itm39b5dc5072871?pid=GVOGHVCFY7BEJJZS&lid=LSTGVOGHVCFY7BEJJZSWPKSGQ&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_2_48&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_1_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_1DDL32XOM94U_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_1_NA_view-all_6&fm=organic&iid=9288299f-729c-45e1-8f8c-001bb2bb2b8e.GVOGHVCFY7BEJJZS.SEARCH&ppt=browse&ppn=browse,https://rukminim1.flixcart.com/image/416/416/xif0q/e-gift-voucher/u/u/8/open-anyone-cloud-tailor-3000-original-imaghvcfhtfd9aam.jpeg?q=70,Entertainment
43,Female,Sister,Raksha Bandan,2499,3000,Medibuddy Digital Gift Card,4.3,https://www.flipkart.com/medibuddy-digital-gift-card/p/itmd78c7c555725a?pid=GVOGHVCG6GEEJ2NT&lid=LSTGVOGHVCG6GEEJ2NTLBJMQI&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_2_57&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_1_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_1DDL32XOM94U_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_1_NA_view-all_6&fm=organic&iid=9288299f-729c-45e1-8f8c-001bb2bb2b8e.GVOGHVCG6GEEJ2NT.SEARCH&ppt=browse&ppn=browse,https://rukminim1.flixcart.com/image/416/416/xif0q/e-gift-voucher/n/o/e/open-anyone-medibuddy-2499-original-imaghvcfugtv5wtw.jpeg?q=70,Health
14,Female,Sister,Friendship day,2499,3000,Medibuddy Digital Gift Card,4.3,https://www.flipkart.com/medibuddy-digital-gift-card/p/itmd78c7c555725a?pid=GVOGHVCG6GEEJ2NT&lid=LSTGVOGHVCG6GEEJ2NTLBJMQI&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_2_57&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_1_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_1DDL32XOM94U_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_1_NA_view-all_6&fm=organic&iid=9288299f-729c-45e1-8f8c-001bb2bb2b8e.GVOGHVCG6GEEJ2NT.SEARCH&ppt=browse&ppn=browse,https://rukminim1.flixcart.com/image/416/416/xif0q/e-gift-voucher/n/o/e/open-anyone-medibuddy-2499-original-imaghvcfugtv5wtw.jpeg?q=70,Health
65,Female,Sister,New year,2499,3000,Medibuddy Digital Gift Card,4.3,https://www.flipkart.com/medibuddy-digital-gift-card/p/itmd78c7c555725a?pid=GVOGHVCG6GEEJ2NT&lid=LSTGVOGHVCG6GEEJ2NTLBJMQI&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_2_57&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_1_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_1DDL32XOM94U_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_1_NA_view-all_6&fm=organic&iid=9288299f-729c-45e1-8f8c-001bb2bb2b8e.GVOGHVCG6GEEJ2NT.SEARCH&ppt=browse&ppn=browse,https://rukminim1.flixcart.com/image/416/416/xif0q/e-gift-voucher/n/o/e/open-anyone-medibuddy-2499-original-imaghvcfugtv5wtw.jpeg?q=70,Health
20,Female,Sister,Diwali,2499,3000,Medibuddy Digital Gift Card,4.3,https://www.flipkart.com/medibuddy-digital-gift-card/p/itmd78c7c555725a?pid=GVOGHVCG6GEEJ2NT&lid=LSTGVOGHVCG6GEEJ2NTLBJMQI&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_2_57&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_1_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_1DDL32XOM94U_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_1_NA_view-all_6&fm=organic&iid=9288299f-729c-45e1-8f8c-001bb2bb2b8e.GVOGHVCG6GEEJ2NT.SEARCH&ppt=browse&ppn=browse,https://rukminim1.flixcart.com/image/416/416/xif0q/e-gift-voucher/n/o/e/open-anyone-medibuddy-2499-original-imaghvcfugtv5wtw.jpeg?q=70,Health
49,Female,Mother,Anniversery,1320,3000,Harper's Bazaar - Annual Digital Subscription Digital Gift Card,4.3,https://www.flipkart.com/harper-s-bazaar-annual-digital-subscription-gift-card/p/itm29fcb09ada72b?pid=GVOG3VZUZ9ZRN6RY&lid=LSTGVOG3VZUZ9ZRN6RYBJGMHR&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_2_70&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_1_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_1DDL32XOM94U_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_1_NA_view-all_6&fm=organic&iid=9288299f-729c-45e1-8f8c-001bb2bb2b8e.GVOG3VZUZ9ZRN6RY.SEARCH&ppt=browse&ppn=browse,https://rukminim1.flixcart.com/image/416/416/kppt47k0/e-gift-voucher/e/d/s/open-harper-s-bazaar-annual-digital-subscription-2200-original-imag3vzucfqy4fnq.jpeg?q=70,Fashion
49,Female,Wife,Anniversery,1320,3000,Harper's Bazaar - Annual Digital Subscription Digital Gift Card,4.3,https://www.flipkart.com/harper-s-bazaar-annual-digital-subscription-gift-card/p/itm29fcb09ada72b?pid=GVOG3VZUZ9ZRN6RY&lid=LSTGVOG3VZUZ9ZRN6RYBJGMHR&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_2_70&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_1_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_1DDL32XOM94U_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_1_NA_view-all_6&fm=organic&iid=9288299f-729c-45e1-8f8c-001bb2bb2b8e.GVOG3VZUZ9ZRN6RY.SEARCH&ppt=browse&ppn=browse,https://rukminim1.flixcart.com/image/416/416/kppt47k0/e-gift-voucher/e/d/s/open-harper-s-bazaar-annual-digital-subscription-2200-original-imag3vzucfqy4fnq.jpeg?q=70,Fashion
49,Female,wife,Birthday,1320,3000,Harper's Bazaar - Annual Digital Subscription Digital Gift Card,4.3,https://www.flipkart.com/harper-s-bazaar-annual-digital-subscription-gift-card/p/itm29fcb09ada72b?pid=GVOG3VZUZ9ZRN6RY&lid=LSTGVOG3VZUZ9ZRN6RYBJGMHR&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_2_70&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_1_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_1DDL32XOM94U_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_1_NA_view-all_6&fm=organic&iid=9288299f-729c-45e1-8f8c-001bb2bb2b8e.GVOG3VZUZ9ZRN6RY.SEARCH&ppt=browse&ppn=browse,https://rukminim1.flixcart.com/image/416/416/kppt47k0/e-gift-voucher/e/d/s/open-harper-s-bazaar-annual-digital-subscription-2200-original-imag3vzucfqy4fnq.jpeg?q=70,Fashion
49,Female,Sister,Birthday,1320,3000,Harper's Bazaar - Annual Digital Subscription Digital Gift Card,4.3,https://www.flipkart.com/harper-s-bazaar-annual-digital-subscription-gift-card/p/itm29fcb09ada72b?pid=GVOG3VZUZ9ZRN6RY&lid=LSTGVOG3VZUZ9ZRN6RYBJGMHR&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_2_70&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_1_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_1DDL32XOM94U_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_1_NA_view-all_6&fm=organic&iid=9288299f-729c-45e1-8f8c-001bb2bb2b8e.GVOG3VZUZ9ZRN6RY.SEARCH&ppt=browse&ppn=browse,https://rukminim1.flixcart.com/image/416/416/kppt47k0/e-gift-voucher/e/d/s/open-harper-s-bazaar-annual-digital-subscription-2200-original-imag3vzucfqy4fnq.jpeg?q=70,Fashion
20,Female,For Her,Birthday,1320,3000,Harper's Bazaar - Annual Digital Subscription Digital Gift Card,4.3,https://www.flipkart.com/harper-s-bazaar-annual-digital-subscription-gift-card/p/itm29fcb09ada72b?pid=GVOG3VZUZ9ZRN6RY&lid=LSTGVOG3VZUZ9ZRN6RYBJGMHR&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_2_70&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_1_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_1DDL32XOM94U_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_1_NA_view-all_6&fm=organic&iid=9288299f-729c-45e1-8f8c-001bb2bb2b8e.GVOG3VZUZ9ZRN6RY.SEARCH&ppt=browse&ppn=browse,https://rukminim1.flixcart.com/image/416/416/kppt47k0/e-gift-voucher/e/d/s/open-harper-s-bazaar-annual-digital-subscription-2200-original-imag3vzucfqy4fnq.jpeg?q=70,Fashion
29,Female,For Her,Diwali,1320,3000,Harper's Bazaar - Annual Digital Subscription Digital Gift Card,4.3,https://www.flipkart.com/harper-s-bazaar-annual-digital-subscription-gift-card/p/itm29fcb09ada72b?pid=GVOG3VZUZ9ZRN6RY&lid=LSTGVOG3VZUZ9ZRN6RYBJGMHR&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_2_70&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_1_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_1DDL32XOM94U_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_1_NA_view-all_6&fm=organic&iid=9288299f-729c-45e1-8f8c-001bb2bb2b8e.GVOG3VZUZ9ZRN6RY.SEARCH&ppt=browse&ppn=browse,https://rukminim1.flixcart.com/image/416/416/kppt47k0/e-gift-voucher/e/d/s/open-harper-s-bazaar-annual-digital-subscription-2200-original-imag3vzucfqy4fnq.jpeg?q=70,Fashion
24,Female,For Her,Christmas,1320,3000,Harper's Bazaar - Annual Digital Subscription Digital Gift Card,4.3,https://www.flipkart.com/harper-s-bazaar-annual-digital-subscription-gift-card/p/itm29fcb09ada72b?pid=GVOG3VZUZ9ZRN6RY&lid=LSTGVOG3VZUZ9ZRN6RYBJGMHR&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_2_70&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_1_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_1DDL32XOM94U_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_1_NA_view-all_6&fm=organic&iid=9288299f-729c-45e1-8f8c-001bb2bb2b8e.GVOG3VZUZ9ZRN6RY.SEARCH&ppt=browse&ppn=browse,https://rukminim1.flixcart.com/image/416/416/kppt47k0/e-gift-voucher/e/d/s/open-harper-s-bazaar-annual-digital-subscription-2200-original-imag3vzucfqy4fnq.jpeg?q=70,Fashion
13,Male,For Him,Friendship day,489,3000,Epic On Digital Gift Card,4.3,https://www.flipkart.com/epic-digital-gift-card/p/itm2991db87c2e36?pid=GVOGHVCFPAZMYZMR&lid=LSTGVOGHVCFPAZMYZMR6D0KSX&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_3_92&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_1_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_1DDL32XOM94U_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_1_NA_view-all_6&fm=organic&iid=a2192bf1-af5b-4bd9-abe4-7fba89fff82e.GVOGHVCFPAZMYZMR.SEARCH&ppt=browse&ppn=browse,https://rukminim1.flixcart.com/image/416/416/xif0q/e-gift-voucher/j/2/j/open-anyone-epic-on-59-original-imaghvcf4pa2hk2c.jpeg?q=70,Entertainment
13,Male,Son,Birthday,489,3000,Epic On Digital Gift Card,4.3,https://www.flipkart.com/epic-digital-gift-card/p/itm2991db87c2e36?pid=GVOGHVCFPAZMYZMR&lid=LSTGVOGHVCFPAZMYZMR6D0KSX&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_3_92&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_1_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_1DDL32XOM94U_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_1_NA_view-all_6&fm=organic&iid=a2192bf1-af5b-4bd9-abe4-7fba89fff82e.GVOGHVCFPAZMYZMR.SEARCH&ppt=browse&ppn=browse,https://rukminim1.flixcart.com/image/416/416/xif0q/e-gift-voucher/j/2/j/open-anyone-epic-on-59-original-imaghvcf4pa2hk2c.jpeg?q=70,Entertainment
49,Male,Colleague,New year,493,3000,Uber Digital Gift Card,4.3,https://www.flipkart.com/uber-digital-gift-card/p/itm52547005eaed5?pid=GVOGFV275YUEYG2Q&lid=LSTGVOGFV275YUEYG2QMFCWTA&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_1&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_3_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_7ZS4D4BETKXL_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_3_NA_view-all_6&fm=neo%2Fmerchandising&iid=9650d116-3ed7-49b1-a536-b011778042cc.GVOGFV275YUEYG2Q.SEARCH&ppt=browse&ppn=browse&ssid=j6cz1vbd000000001683133376162,https://rukminim1.flixcart.com/image/612/612/xif0q/e-gift-voucher/z/g/z/open-anyone-uber-10000-original-imagmmdpdy8cmgqg.jpeg?q=70,Travel
57,Male,Father,Birthday,25000,3000,makemytrip Holiday Digital Gift Card,4.3,https://www.flipkart.com/makemytrip-holiday-digital-gift-card/p/itm8c4ef3a11edf4?pid=GVOFWFMJBFEQ4EZT&lid=LSTGVOFWFMJBFEQ4EZTREGKTH&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_5&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_3_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_7ZS4D4BETKXL_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_3_NA_view-all_6&fm=neo%2Fmerchandising&iid=9650d116-3ed7-49b1-a536-b011778042cc.GVOFWFMJBFEQ4EZT.SEARCH&ppt=browse&ppn=browse&ssid=j6cz1vbd000000001683133376162,https://rukminim1.flixcart.com/image/612/612/kfmv9u80/e-gift-voucher/y/f/6/holiday-makemytrip-1000-original-imafwfp2hrcddr2n.jpeg?q=70,Travel
55,Male,Boss,Christmas,4850,3000,makemytrip Digital Gift Card,4.3,https://www.flipkart.com/makemytrip-digital-gift-card/p/itm84499f2e39fb2?pid=GVOG3VZU5VFFKG5Y&lid=LSTGVOG3VZU5VFFKG5YELTMZP&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_9&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_3_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_7ZS4D4BETKXL_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_3_NA_view-all_6&fm=neo%2Fmerchandising&iid=9650d116-3ed7-49b1-a536-b011778042cc.GVOG3VZU5VFFKG5Y.SEARCH&ppt=clp&ppn=the-gift-card-store&ssid=j6cz1vbd000000001683133376162,https://rukminim1.flixcart.com/image/612/612/kppt47k0/e-gift-voucher/b/l/f/holiday-makemytrip-5000-original-imag3vzuujgrhvr5.jpeg?q=70,Travel
62,Male,Boss,Birthday,10000,3000,Sterling Holidays Digital Gift Card,4.3,https://www.flipkart.com/sterling-holidays-digital-gift-card/p/itm98554304d9613?pid=GVOGE62NCZUVUSFF&lid=LSTGVOGE62NCZUVUSFFQWOO7E&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_17&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_3_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_7ZS4D4BETKXL_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_3_NA_view-all_6&fm=neo%2Fmerchandising&iid=9650d116-3ed7-49b1-a536-b011778042cc.GVOGE62NCZUVUSFF.SEARCH&ppt=clp&ppn=the-gift-card-store&ssid=j6cz1vbd000000001683133376162,https://rukminim1.flixcart.com/image/612/612/l2xmqvk0/e-gift-voucher/o/v/i/open-anyone-sterling-holidays-1000-original-image62g5ba38a3c.jpeg?q=70,Travel
38,Male,Brother,Christmas,4925,3000,Uber Digital Gift Card,4.3,https://www.flipkart.com/uber-digital-gift-card/p/itm33251ee711fef?pid=GVOFW264KYGEJVFP&lid=LSTGVOFW264KYGEJVFPH1RUPP&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_21&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_3_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_7ZS4D4BETKXL_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_3_NA_view-all_6&fm=neo%2Fmerchandising&iid=9650d116-3ed7-49b1-a536-b011778042cc.GVOFW264KYGEJVFP.SEARCH&ppt=clp&ppn=the-gift-card-store&ssid=j6cz1vbd000000001683133376162,https://rukminim1.flixcart.com/image/612/612/xif0q/e-gift-voucher/z/g/z/open-anyone-uber-10000-original-imagmmdpdy8cmgqg.jpeg?q=70,Travel
52,Male,Husband,New year,5000,3000,Sterling Holidays Digital Gift Card,4.3,https://www.flipkart.com/sterling-holidays-digital-gift-card/p/itm6bfeba3699135?pid=GVOGE62HXSVXZY6Z&lid=LSTGVOGE62HXSVXZY6Z39NSVB&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_25&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_3_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_7ZS4D4BETKXL_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_3_NA_view-all_6&fm=neo%2Fmerchandising&iid=9650d116-3ed7-49b1-a536-b011778042cc.GVOGE62HXSVXZY6Z.SEARCH&ppt=clp&ppn=the-gift-card-store&ssid=j6cz1vbd000000001683133376162,https://rukminim1.flixcart.com/image/612/612/l2xmqvk0/e-gift-voucher/o/v/i/open-anyone-sterling-holidays-1000-original-image62g5ba38a3c.jpeg?q=70,Travel
39,Female,Friend,Friendship day,1971,3000,makemytrip Digital Gift Card,4.3,https://www.flipkart.com/makemytrip-digital-gift-card/p/itmc1725de9d53fc?pid=GVOGGJNGED5HGGJZ&lid=LSTGVOGGJNGED5HGGJZRYBNNO&marketplace=FLIPKART&store=mcd%2F1ob%2Fdci&srno=b_1_29&otracker=clp_omu_Digital%2BBrand%2BGift%2BCards_3_11.dealCard.OMU_the-gift-card-store_the-gift-card-store_7ZS4D4BETKXL_6&otracker1=clp_omu_PINNED_neo%2Fmerchandising_Digital%2BBrand%2BGift%2BCards_NA_dealCard_cc_3_NA_view-all_6&fm=neo%2Fmerchandising&iid=9650d116-3ed7-49b1-a536-b011778042cc.GVOGGJNGED5HGGJZ.SEARCH&ppt=clp&ppn=the-gift-card-store&ssid=j6cz1vbd000000001683133376162,https://rukminim1.flixcart.com/image/612/612/xif0q/e-gift-voucher/t/f/3/open-anyone-makemytrip-1001-original-imaggjndsnyptjyu.jpeg?q=70,Travel
